address,bedrooms,area,price
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,86,595650
"Avenida Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ",1,50,575000
"Barra da Tijuca, Rio de Janeiro - RJ",4,376,10000000
"Barra da Tijuca, Rio de Janeiro - RJ",5,144,1129550
"Avenida Peregrino Júnior, 355 - Barra da Tijuca, Rio de Janeiro - RJ",4,500,22000000
"Rua Franco Zampari, 111 - Barra da Tijuca, Rio de Janeiro - RJ",2,78,414000
"Avenida Salvador Allende, 3200 - Barra da Tijuca, Rio de Janeiro - RJ",2,79,690000
"Avenida das Acácias da Península, 60 - Barra da Tijuca, Rio de Janeiro - RJ",4,490,3520000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",3,110,998000
"Avenida Embaixador Abelardo Bueno, 111 - Barra da Tijuca, Rio de Janeiro - RJ",4,149,920000
"Rua Escritor Rodrigo Melo Franco, 400 - Barra da Tijuca, Rio de Janeiro - RJ",3,110,980000
"Rua Coronel Aviador Antônio Arthur Braga, 100 - Barra da Tijuca, Rio de Janeiro - RJ",3,107,1180000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",3,70,525000
"Barra da Tijuca, Rio de Janeiro - RJ",5,436,5599000
"Rua General Renato Paquet - Barra da Tijuca, Rio de Janeiro - RJ",3,101,1080000
"Avenida Lúcio Costa, 2930 - Barra da Tijuca, Rio de Janeiro - RJ",3,122,2250000
"Avenida Lúcio Costa, 5200 - Barra da Tijuca, Rio de Janeiro - RJ",3,250,5300000
"Rua Bauhíneas da Península, 200 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,850000
"Avenida das Américas, 10001 - Barra da Tijuca, Rio de Janeiro - RJ",5,555,5938000
"Rua Oscar Valdetaro, 55 - Barra da Tijuca, Rio de Janeiro - RJ",2,91,1105000
"Avenida Di Cavalcanti, 111 - Barra da Tijuca, Rio de Janeiro - RJ",2,67,600000
"Avenida Lúcio Costa, 3600 - Barra da Tijuca, Rio de Janeiro - RJ",4,299,3800000
"Avenida das Acácias da Península, 607 - Barra da Tijuca, Rio de Janeiro - RJ",4,300,4500000
"Avenida das Américas, 100001 - Barra da Tijuca, Rio de Janeiro - RJ",4,266,4000000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",4,140,1600000
"Avenida Flamboyants da Península, 960 - Barra da Tijuca, Rio de Janeiro - RJ",3,231,1790000
"Avenida Vice-Presidente José Alencar, 1455 - Barra da Tijuca, Rio de Janeiro - RJ",4,143,1350000
"Avenida das Américas, 13600 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,574900
"Avenida Pepe, 1280 - Barra da Tijuca, Rio de Janeiro - RJ",2,97,1401550
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,140,2400000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,299,3587200
"Avenida João Carlos Machado - Barra da Tijuca, Rio de Janeiro - RJ",3,145,1470000
"Avenida Hildebrando de Araújo Góes, 55 - Barra da Tijuca, Rio de Janeiro - RJ",4,128,1390000
"Barra da Tijuca, Rio de Janeiro - RJ",2,74,590000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",2,81,699000
"Praça Advogado Heleno Cláudio Fragoso - Barra da Tijuca, Rio de Janeiro - RJ",3,159,1650000
"Avenida Flamboyants da Península, 155 - Barra da Tijuca, Rio de Janeiro - RJ",4,305,3600000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",1,53,690000
"Avenida Lúcio Costa, 3602 - Barra da Tijuca, Rio de Janeiro - RJ",4,170,3300000
"Rua Padre Alfredo Perez Gonzales, 80 - Barra da Tijuca, Rio de Janeiro - RJ",4,162,1780000
"Avenida das Acácias da Península, 280 - Barra da Tijuca, Rio de Janeiro - RJ",3,140,1340000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",4,166,1451943
"Barra da Tijuca, Rio de Janeiro - RJ",3,97,900000
"Avenida Lúcio Costa, 3300 - Barra da Tijuca, Rio de Janeiro - RJ",5,236,3200000
"Avenida das Américas, 100001 - Barra da Tijuca, Rio de Janeiro - RJ",4,381,5836000
"Avenida Flamboyants da Península, 2412 - Barra da Tijuca, Rio de Janeiro - RJ",5,429,4500000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",3,90,730000
"Rua Mário Agostinelli - Barra da Tijuca, Rio de Janeiro - RJ",3,101,785743
"Avenida Alda Garrido - Barra da Tijuca, Rio de Janeiro - RJ",4,359,3800000
"Barra da Tijuca, Rio de Janeiro - RJ",4,227,1923750
"Avenida Lúcio Costa, ALFA QUALITY - Barra da Tijuca, Rio de Janeiro - RJ",4,313,3799000
"Barra da Tijuca, Rio de Janeiro - RJ",2,77,680000
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,169,5900000
"Avenida Lúcio Costa, 5000 - Barra da Tijuca, Rio de Janeiro - RJ",3,305,7700000
"Avenida Flamboyants da Península, 2412 - Barra da Tijuca, Rio de Janeiro - RJ",4,300,3990000
"Barra da Tijuca, Rio de Janeiro - RJ",3,180,5000000
"Avenida Rosauro Estellita, 155 - Barra da Tijuca, Rio de Janeiro - RJ",3,125,1435000
"Avenida Pepe, 1280 - Barra da Tijuca, Rio de Janeiro - RJ",2,98,1510476
"Avenida Lúcio Costa, 3300 - Barra da Tijuca, Rio de Janeiro - RJ",3,127,1905000
"Avenida Embaixador Abelardo Bueno, 1111 - Barra da Tijuca, Rio de Janeiro - RJ",3,93,518000
"Rua das Bromélias da Península, 400 - Barra da Tijuca, Rio de Janeiro - RJ",4,175,1888356
"Rua Desembargador João Claudino de Oliveira e Cruz, 50 - Barra da Tijuca, Rio de Janeiro - RJ",3,110,1250000
"Avenida Rosauro Estellita, 155 - Barra da Tijuca, Rio de Janeiro - RJ",4,187,2170000
"Estrada dos Bandeirantes - Barra da Tijuca, Rio de Janeiro - RJ",3,63,300000
"Avenida Lúcio Costa, 3600 - Barra da Tijuca, Rio de Janeiro - RJ",4,190,4999000
"Rua Alfredo Ceschiatti, 155 - Barra da Tijuca, Rio de Janeiro - RJ",2,92,554200
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,197,2365993
"Avenida Raymundo Magalhães Júnior - Barra da Tijuca, Rio de Janeiro - RJ",3,112,1250000
"Avenida Flamboyants da Península, 1180 - Barra da Tijuca, Rio de Janeiro - RJ",4,238,2515000
"Rua Padre Alfredo Perez Gonzales - Barra da Tijuca, Rio de Janeiro - RJ",4,152,1750000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,193,2367000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",4,313,3300000
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",3,96,1050000
"Rua César Lattes - Barra da Tijuca, Rio de Janeiro - RJ",4,116,1320000
"Rua César Lattes, 260 - Barra da Tijuca, Rio de Janeiro - RJ",3,83,860000
"Avenida Lúcio Costa, 4270 - Barra da Tijuca, Rio de Janeiro - RJ",6,870,29000000
"Avenida Vice-Presidente José Alencar, 1500 - Barra da Tijuca, Rio de Janeiro - RJ",3,111,920000
"Rua Jornalista Henrique Cordeiro, 350 - Barra da Tijuca, Rio de Janeiro - RJ",2,77,790000
"Avenida das Américas, 100 - Barra da Tijuca, Rio de Janeiro - RJ",4,296,3300000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",3,238,2850000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,310,3400000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",2,73,970000
"Barra da Tijuca, Rio de Janeiro - RJ",4,268,3200000
"Rua Ataulpho Coutinho, 80 - Barra da Tijuca, Rio de Janeiro - RJ",3,102,1100000
"Rua Padre Alfredo Perez Gonzales, 80 - Barra da Tijuca, Rio de Janeiro - RJ",4,147,1690000
"Barra da Tijuca, Rio de Janeiro - RJ",3,159,1699900
"Rua Carlos Oswald, 230 - Barra da Tijuca, Rio de Janeiro - RJ",3,116,1100000
"Avenida Jaime Poggi, 99 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,445000
"Avenida das Acácias da Península, 909 - Barra da Tijuca, Rio de Janeiro - RJ",4,487,3523550
"Avenida das Acácias da Península, 410 - Barra da Tijuca, Rio de Janeiro - RJ",4,338,3690000
"Avenida Prefeito Dulcídio Cardoso, 1200 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,759000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",2,83,750000
"Rua Jornalista Henrique Cordeiro, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,127,1210000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,131,3200000
"Estrada Coronel Pedro Corrêa - Barra da Tijuca, Rio de Janeiro - RJ",2,65,439990
"Avenida Embaixador Abelardo Bueno, 111 - Barra da Tijuca, Rio de Janeiro - RJ",3,108,860000
"Rua Escritor Rodrigo Melo Franco, 160 - Barra da Tijuca, Rio de Janeiro - RJ",3,115,1005100
"Avenida Lúcio Costa, 3360 - Barra da Tijuca, Rio de Janeiro - RJ",4,140,2320000
"Avenida das Acácias da Península, 540 - Barra da Tijuca, Rio de Janeiro - RJ",3,179,1890000
"Avenida Belisário Leite de Andrade Neto - Barra da Tijuca, Rio de Janeiro - RJ",4,190,2200000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,155,2200000
"Rua Escritor Rodrigo Melo Franco, 160 - Barra da Tijuca, Rio de Janeiro - RJ",4,160,1423000
"Avenida Lúcio Costa, 1 - Barra da Tijuca, Rio de Janeiro - RJ",7,760,5000000
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",2,70,798000
"Rua Escritor Rodrigo Melo Franco, 400 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,549000
"Avenida Salvador Allende - Barra da Tijuca, Rio de Janeiro - RJ",3,80,520000
"Avenida Embaixador Abelardo Bueno, 2510 - Barra da Tijuca, Rio de Janeiro - RJ",3,85,749999
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,312,3300000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,230,2641990
"Avenida Lúcio Costa, 4270 - Barra da Tijuca, Rio de Janeiro - RJ",4,300,7240000
"Rua Ataulpho Coutinho - Barra da Tijuca, Rio de Janeiro - RJ",3,92,920000
"Rua Desembargador Fernandes Pinheiro - Barra da Tijuca, Rio de Janeiro - RJ",3,129,1330000
"Rua Francisco de Paula, 600 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,490000
"Rua César Lattes - Barra da Tijuca, Rio de Janeiro - RJ",1,69,555000
"Avenida Flamboyants da Península, 1067 - Barra da Tijuca, Rio de Janeiro - RJ",3,320,2795000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",2,68,582000
"Rua César Lattes, 700 - Barra da Tijuca, Rio de Janeiro - RJ",2,72,650000
"Estrada da Barra da Tijuca, 1006 - Barra da Tijuca, Rio de Janeiro - RJ",4,205,2390000
"Rua Paulo Moura, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,120,1100000
"Barra da Tijuca, Rio de Janeiro - RJ",4,407,4717000
"Avenida Flamboyants da Península, 155 - Barra da Tijuca, Rio de Janeiro - RJ",4,336,3350000
"Avenida das Acácias da Península, 60 - Barra da Tijuca, Rio de Janeiro - RJ",2,100,1100000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",2,73,1100000
"Avenida Lúcio Costa, 4000 - Barra da Tijuca, Rio de Janeiro - RJ",3,215,3700000
"Rua Queiros Júnior, 131 - Barra da Tijuca, Rio de Janeiro - RJ",2,66,540000
"Rua Aroazes - Barra da Tijuca, Rio de Janeiro - RJ",2,73,472500
"Avenida Lúcio Costa, 6000 - Barra da Tijuca, Rio de Janeiro - RJ",2,130,3000000
"Avenida Evandro Lins e Silva - Barra da Tijuca, Rio de Janeiro - RJ",2,65,700000
"Avenida Lúcio Costa, 5100 - Barra da Tijuca, Rio de Janeiro - RJ",4,217,3800000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",4,267,3475000
"Avenida Embaixador Abelardo Bueno, 3100 - Barra da Tijuca, Rio de Janeiro - RJ",3,113,700000
"Avenida Vice-Presidente José Alencar, 1515 - Barra da Tijuca, Rio de Janeiro - RJ",3,108,850000
"Rua César Lattes, 260 - Barra da Tijuca, Rio de Janeiro - RJ",2,78,830000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",4,266,3750000
"Avenida General Guedes da Fontoura - Barra da Tijuca, Rio de Janeiro - RJ",2,97,1406700
"Avenida Salvador Allende, 0 - Barra da Tijuca, Rio de Janeiro - RJ",2,51,339000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",2,78,590000
"Avenida das Américas, 10363 - Barra da Tijuca, Rio de Janeiro - RJ",4,266,3805210
"Avenida Salvador Allende - Barra da Tijuca, Rio de Janeiro - RJ",2,80,600000
"Barra da Tijuca, Rio de Janeiro - RJ",4,338,3381399
"Avenida das Acácias da Península, 540 - Barra da Tijuca, Rio de Janeiro - RJ",4,231,2650000
"Rua Escritor Rodrigo Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",2,79,642200
"Avenida General Guedes da Fontoura - Barra da Tijuca, Rio de Janeiro - RJ",2,98,1400000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",2,69,529980
"Avenida Cândido Portinari, 60 - Barra da Tijuca, Rio de Janeiro - RJ",3,92,1241000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",4,435,5800000
"Barra da Tijuca, Rio de Janeiro - RJ",3,100,1099000
"Avenida Flamboyants da Península, 1180 - Barra da Tijuca, Rio de Janeiro - RJ",4,241,2500000
"Avenida Prefeito Dulcídio Cardoso, 3040 - Barra da Tijuca, Rio de Janeiro - RJ",2,77,700000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",2,83,980000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,247,2600000
"Avenida Lúcio Costa, 4600 - Barra da Tijuca, Rio de Janeiro - RJ",4,231,5999990
"Barra da Tijuca, Rio de Janeiro - RJ",4,144,1034000
"Avenida Cândido Portinari - Barra da Tijuca, Rio de Janeiro - RJ",2,79,799000
"Rua Coronel Paulo Malta Rezende - Barra da Tijuca, Rio de Janeiro - RJ",2,65,650000
"Praça Advogado Heleno Cláudio Fragoso, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,130,1375000
"Avenida Rosauro Estellita, 155 - Barra da Tijuca, Rio de Janeiro - RJ",3,120,1550000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,130,1905000
"Avenida Érico Veríssimo, 33 - Barra da Tijuca, Rio de Janeiro - RJ",3,244,2500000
"Rua Alfredo Ceschiatti, 50 - Barra da Tijuca, Rio de Janeiro - RJ",3,118,896800
"Rua Francisco de Paula, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,78,420300
"Avenida Monsenhor Ascaneo, 535 - Barra da Tijuca, Rio de Janeiro - RJ",2,109,1259000
"Barra da Tijuca, Rio de Janeiro - RJ",3,200,1999000
"Rua Augusto Camossa Saldanha, 350 - Barra da Tijuca, Rio de Janeiro - RJ",4,269,2100000
"Avenida Lúcio Costa, 17290 - Barra da Tijuca, Rio de Janeiro - RJ",3,139,2041804
"Rua Jacarandás da Península, 300 - Barra da Tijuca, Rio de Janeiro - RJ",2,110,1389400
"Avenida Lúcio Costa, 3500 - Barra da Tijuca, Rio de Janeiro - RJ",2,83,1000000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",2,89,1350000
"Rua Jacarandás da Península, 300 - Barra da Tijuca, Rio de Janeiro - RJ",2,110,1389300
"Rua Jacarandás da Península, 300 - Barra da Tijuca, Rio de Janeiro - RJ",2,110,1389200
"Rua Manuel Brasiliense - Barra da Tijuca, Rio de Janeiro - RJ",4,213,1980000
"Avenida das Américas, 14600 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,585000
"Avenida Rosauro Estellita, 155 - Barra da Tijuca, Rio de Janeiro - RJ",3,121,1528338
"Rua César Lattes, 480 - Barra da Tijuca, Rio de Janeiro - RJ",3,170,2000000
"Avenida Flamboyants da Península, 1180 - Barra da Tijuca, Rio de Janeiro - RJ",4,238,2380000
"Rua Coronel Aviador Antônio Arthur Braga, 370 - Barra da Tijuca, Rio de Janeiro - RJ",4,130,1200000
"Barra da Tijuca, Rio de Janeiro - RJ",4,239,2151750
"Rua Almirante Fonseca Costa, 255 - Barra da Tijuca, Rio de Janeiro - RJ",3,130,1550000
"Rua Pedro Lago - Barra da Tijuca, Rio de Janeiro - RJ",3,119,1294999
"Avenida Lúcio Costa, 2930 - Barra da Tijuca, Rio de Janeiro - RJ",4,155,2380000
"Avenida das Américas, 10001 - Barra da Tijuca, Rio de Janeiro - RJ",4,312,3347000
"Rua Mário Agostinelli, 100 - Barra da Tijuca, Rio de Janeiro - RJ",3,179,1050000
"Rua Alfredo Ceschiatti, 55 - Barra da Tijuca, Rio de Janeiro - RJ",4,144,1129550
"Barra da Tijuca, Rio de Janeiro - RJ",2,78,1000000
"Avenida Lúcio Costa, 4700 - Barra da Tijuca, Rio de Janeiro - RJ",1,55,850000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,230,2642000
"Avenida Cândido Portinari, 60 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,945000
"Avenida Salvador Allende - Barra da Tijuca, Rio de Janeiro - RJ",3,115,917000
"Barra da Tijuca, Rio de Janeiro - RJ",4,141,1298000
"Rua Franco Zampari, 111 - Barra da Tijuca, Rio de Janeiro - RJ",3,127,940000
"Rua Aroazes - Barra da Tijuca, Rio de Janeiro - RJ",3,75,500000
"Avenida Flamboyants da Península, 1250 - Barra da Tijuca, Rio de Janeiro - RJ",4,430,4890000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,350,4999000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",2,68,580000
"Barra da Tijuca, Rio de Janeiro - RJ",3,152,1900000
"Rua Escritor Rodrigo Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",3,115,1009850
"Rua Leonardo Vilasboas - Barra da Tijuca, Rio de Janeiro - RJ",2,68,445000
"Barra da Tijuca, Rio de Janeiro - RJ",4,170,1590000
"Rua Escritor Rodrigo Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",3,131,1121000
"Barra da Tijuca, Rio de Janeiro - RJ",4,238,2389250
"Rua Desenhista Luiz Guimarães - Barra da Tijuca, Rio de Janeiro - RJ",4,110,1190000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,160,1750000
"Barra da Tijuca, Rio de Janeiro - RJ",3,91,899000
"Barra da Tijuca, Rio de Janeiro - RJ",4,1255,895000
"Avenida Lúcio Costa, 3604 - Barra da Tijuca, Rio de Janeiro - RJ",4,167,2095000
"Rua Alfredo Ceschiatti, 55 - Barra da Tijuca, Rio de Janeiro - RJ",4,144,1129150
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",2,69,850000
"Avenida das Acácias da Península, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,108,1130000
"Barra da Tijuca, Rio de Janeiro - RJ",2,88,950000
"Avenida Lúcio Costa, 5750 - Barra da Tijuca, Rio de Janeiro - RJ",1,57,629999
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",5,555,6143000
"Rua das Bromélias da Península, 400 - Barra da Tijuca, Rio de Janeiro - RJ",4,179,2100000
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,85,563350
"Rua Mário Agostinelli, 50 - Barra da Tijuca, Rio de Janeiro - RJ",2,86,569000
"Barra da Tijuca, Rio de Janeiro - RJ",3,103,1200000
"Rua Franco Zampari, 111 - Barra da Tijuca, Rio de Janeiro - RJ",4,155,899000
"Barra da Tijuca, Rio de Janeiro - RJ",4,228,4100000
"Avenida General Olyntho Pillar - Barra da Tijuca, Rio de Janeiro - RJ",2,99,820000
"Avenida Malibu - Barra da Tijuca, Rio de Janeiro - RJ",2,118,1100000
"Avenida das Américas, 16300 - Barra da Tijuca, Rio de Janeiro - RJ",2,72,465000
"Rua Franco Zampari, 111 - Barra da Tijuca, Rio de Janeiro - RJ",3,108,589000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",2,74,790000
"Avenida Salvador Allende, 3200 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,750000
"Rua Aroazes, 2500 - Barra da Tijuca, Rio de Janeiro - RJ",3,78,610000
"Avenida Lúcio Costa, 2930 - Barra da Tijuca, Rio de Janeiro - RJ",2,108,2099999
"Avenida Prefeito Dulcídio Cardoso, 2920 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,820000
"Avenida Embaixador Abelardo Bueno, 1180 - Barra da Tijuca, Rio de Janeiro - RJ",4,238,2641000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,350,4600000
"Avenida Hildebrando de Araújo Góes, 55 - Barra da Tijuca, Rio de Janeiro - RJ",4,134,1200000
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",3,115,1380000
"Avenida Jaime Poggi - Barra da Tijuca, Rio de Janeiro - RJ",3,78,560000
"Rua Franco Zampari, 111 - Barra da Tijuca, Rio de Janeiro - RJ",4,149,960000
"Rua César Lattes, 700 - Barra da Tijuca, Rio de Janeiro - RJ",2,78,650000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,239,2500000
"Avenida Cândido Portinari, 60 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,799990
"Avenida General Olyntho Pillar, 0 - Barra da Tijuca, Rio de Janeiro - RJ",2,100,1290000
"Rua Rino Levi - Barra da Tijuca, Rio de Janeiro - RJ",2,96,850000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,390,3100000
"Barra da Tijuca, Rio de Janeiro - RJ",2,70,452000
"Avenida Embaixador Abelardo Bueno, 2001 - Barra da Tijuca, Rio de Janeiro - RJ",4,150,998000
"Barra da Tijuca, Rio de Janeiro - RJ",4,158,1294850
"Barra da Tijuca, Rio de Janeiro - RJ",4,166,1382250
"Avenida Pepe - Barra da Tijuca, Rio de Janeiro - RJ",2,97,1410000
"Avenida Flamboyants da Península, 155 - Barra da Tijuca, Rio de Janeiro - RJ",4,309,3189900
"Avenida Olof Palme - Barra da Tijuca, Rio de Janeiro - RJ",2,67,409993
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",3,87,600000
"Rua Paulo Mazzucchelli - Barra da Tijuca, Rio de Janeiro - RJ",3,102,1590000
"Avenida das Acácias da Península, 280 - Barra da Tijuca, Rio de Janeiro - RJ",3,184,2650000
"Avenida Lúcio Costa, 4000 - Barra da Tijuca, Rio de Janeiro - RJ",3,214,3800000
"Rua Sérgio Camargo, 100 - Barra da Tijuca, Rio de Janeiro - RJ",3,89,680000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,310,3700000
"Barra da Tijuca, Rio de Janeiro - RJ",3,129,1750000
"Barra da Tijuca, Rio de Janeiro - RJ",3,105,949000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,154,2080000
"Avenida Lúcio Costa, 3604 - Barra da Tijuca, Rio de Janeiro - RJ",4,169,2100000
"Avenida Vice-Presidente José Alencar, 1500 - Barra da Tijuca, Rio de Janeiro - RJ",3,113,850000
"Avenida Nelson Mufarrej, 350 - Barra da Tijuca, Rio de Janeiro - RJ",4,487,3900000
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",2,87,568000
"Rua César Lattes, 700 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,590900
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,182,2790000
"Barra da Tijuca, Rio de Janeiro - RJ",2,76,790000
"Avenida Gastão Senges - Barra da Tijuca, Rio de Janeiro - RJ",3,200,2000000
"Rua Marlo da Costa e Souza - Barra da Tijuca, Rio de Janeiro - RJ",3,86,765000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",4,294,3795000
"Avenida Vice-Presidente José Alencar, 1500 - Barra da Tijuca, Rio de Janeiro - RJ",3,150,1150000
"Avenida Lúcio Costa, 360 - Barra da Tijuca, Rio de Janeiro - RJ",4,259,3600000
"Avenida das Américas, 1190 - Barra da Tijuca, Rio de Janeiro - RJ",4,350,5790000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",4,293,3450000
"Barra da Tijuca, Rio de Janeiro - RJ",4,215,2350000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",2,66,600000
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",2,84,850000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",3,103,630000
"Avenida das Acácias da Península, 540 - Barra da Tijuca, Rio de Janeiro - RJ",4,231,2550000
"Avenida Di Cavalcanti - Barra da Tijuca, Rio de Janeiro - RJ",2,83,859000
"Avenida Pepe - Barra da Tijuca, Rio de Janeiro - RJ",4,350,6000000
"Avenida das Américas, 100001 - Barra da Tijuca, Rio de Janeiro - RJ",4,266,3999000
"Barra da Tijuca, Rio de Janeiro - RJ",3,106,920000
"Barra da Tijuca, Rio de Janeiro - RJ",2,195,1700000
"Avenida Salvador Allende, 3200 - Barra da Tijuca, Rio de Janeiro - RJ",2,85,729000
"Avenida Adolpho de Vasconcelos - Barra da Tijuca, Rio de Janeiro - RJ",2,56,345000
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",2,82,570000
"Avenida das Américas, 10001 - Barra da Tijuca, Rio de Janeiro - RJ",5,648,8513000
"Barra da Tijuca, Rio de Janeiro - RJ",4,296,5900000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,273,2303500
"Avenida Embaixador Abelardo Bueno, 100 - Barra da Tijuca, Rio de Janeiro - RJ",2,75,530000
"Avenida das Acácias da Península, 909 - Barra da Tijuca, Rio de Janeiro - RJ",2,108,1136200
"Avenida das Acácias da Península, 607 - Barra da Tijuca, Rio de Janeiro - RJ",4,402,4834000
"Estrada Coronel Pedro Corrêa, 140 - Barra da Tijuca, Rio de Janeiro - RJ",3,162,1450000
"Avenida Vice-Presidente José Alencar, 1400 - Barra da Tijuca, Rio de Janeiro - RJ",2,69,549999
"Avenida das Acácias da Península, 607 - Barra da Tijuca, Rio de Janeiro - RJ",4,298,3587000
"Barra da Tijuca, Rio de Janeiro - RJ",4,392,15000000
"Rua César Lattes, 1000 - Barra da Tijuca, Rio de Janeiro - RJ",3,80,840000
"Avenida Afonso Arinos de Melo Franco, 397 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,900000
"Avenida Salvador Allende, 3200 - Barra da Tijuca, Rio de Janeiro - RJ",2,85,710000
