address,bedrooms,area,price
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",1,77,543400
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",3,110,878000
"Barra da Tijuca, Rio de Janeiro - RJ",5,407,4459000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,200,2200000
"Rua Jacarandás da Península, 1000 - Barra da Tijuca, Rio de Janeiro - RJ",4,197,2283000
"Barra da Tijuca, Rio de Janeiro - RJ",2,87,602300
"Avenida das Américas, 10001 - Barra da Tijuca, Rio de Janeiro - RJ",5,648,14555005
"Avenida Lúcio Costa, 3602 - Barra da Tijuca, Rio de Janeiro - RJ",4,273,5400000
"Avenida Rosauro Estellita - Barra da Tijuca, Rio de Janeiro - RJ",3,121,1410000
"Barra da Tijuca, Rio de Janeiro - RJ",4,248,2800000
"Rua das Bromélias da Península, 400 - Barra da Tijuca, Rio de Janeiro - RJ",4,160,1751121
"Barra da Tijuca, Rio de Janeiro - RJ",2,85,899000
"Rua Aroazes - Barra da Tijuca, Rio de Janeiro - RJ",3,73,548000
"Avenida Rachel de Queiroz, 953 - Barra da Tijuca, Rio de Janeiro - RJ",3,107,1180000
"Rua das Bromélias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,175,1721400
"Barra da Tijuca, Rio de Janeiro - RJ",4,333,4229000
"Avenida Lúcio Costa, 4260 - Barra da Tijuca, Rio de Janeiro - RJ",6,400,9890900
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,65,679999
"Barra da Tijuca, Rio de Janeiro - RJ",4,231,2745000
"Barra da Tijuca, Rio de Janeiro - RJ",4,115,1348000
"Avenida Malibu - Barra da Tijuca, Rio de Janeiro - RJ",4,216,2499000
"Avenida Lúcio Costa, 4600 - Barra da Tijuca, Rio de Janeiro - RJ",2,104,1799000
"Avenida Professor Fausto Moreira - Barra da Tijuca, Rio de Janeiro - RJ",2,54,430000
"Barra da Tijuca, Rio de Janeiro - RJ",4,313,2815000
"Avenida Prefeito Dulcídio Cardoso, 2848 - Barra da Tijuca, Rio de Janeiro - RJ",2,105,1150000
"Barra da Tijuca, Rio de Janeiro - RJ",4,119,895000
"Rua Coronel Paulo Malta Rezende, 35 - Barra da Tijuca, Rio de Janeiro - RJ",2,69,749000
"Avenida das Américas, 9650 - Barra da Tijuca, Rio de Janeiro - RJ",3,120,1299000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",2,69,579000
"Barra da Tijuca, Rio de Janeiro - RJ",5,555,7150000
"Rua Desenhista Luiz Guimarães, 0 - Barra da Tijuca, Rio de Janeiro - RJ",4,152,1390000
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",3,91,599000
"Barra da Tijuca, Rio de Janeiro - RJ",4,116,1320000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,297,4450000
"Avenida Lúcio Costa, 3360 - Barra da Tijuca, Rio de Janeiro - RJ",4,145,2150000
"Rua Escritor Rodrigo Melo Franco, 400 - Barra da Tijuca, Rio de Janeiro - RJ",2,85,689900
"Barra da Tijuca, Rio de Janeiro - RJ",5,298,3587200
"Barra da Tijuca, Rio de Janeiro - RJ",3,109,1100000
"Avenida Gilberto Amado, 588 - Barra da Tijuca, Rio de Janeiro - RJ",3,160,1750000
"Barra da Tijuca, Rio de Janeiro - RJ",2,85,779000
"Rua César Lattes, 260 - Barra da Tijuca, Rio de Janeiro - RJ",2,90,710000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,157,2550000
"Avenida Monsenhor Ascaneo, 535 - Barra da Tijuca, Rio de Janeiro - RJ",2,108,1300000
"Barra da Tijuca, Rio de Janeiro - RJ",5,238,2389250
"Rua Paulo Assis Ribeiro - Barra da Tijuca, Rio de Janeiro - RJ",3,190,1890000
"Barra da Tijuca, Rio de Janeiro - RJ",4,169,2139000
"Avenida Lúcio Costa, 3600 - Barra da Tijuca, Rio de Janeiro - RJ",4,289,2850000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",3,95,750000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",4,237,2300000
"Barra da Tijuca, Rio de Janeiro - RJ",4,289,2800000
"Rua Escritor Rodrigo Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",3,115,1090000
"Barra da Tijuca, Rio de Janeiro - RJ",4,240,4000000
"Avenida Grande Canal - Barra da Tijuca, Rio de Janeiro - RJ",2,90,715000
"Avenida Monsenhor Ascaneo, 535 - Barra da Tijuca, Rio de Janeiro - RJ",3,146,2194000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,380,3960000
"Barra da Tijuca, Rio de Janeiro - RJ",5,407,4481150
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,136,1870000
"Barra da Tijuca, Rio de Janeiro - RJ",3,91,845000
"Rua Escritor Rodrigo Melo Franco, 355 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,678000
"Avenida Di Cavalcanti, 111 - Barra da Tijuca, Rio de Janeiro - RJ",3,83,850000
"Barra da Tijuca, Rio de Janeiro - RJ",3,100,1499000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",2,110,1431000
"Rua Desenhista Luiz Guimarães - Barra da Tijuca, Rio de Janeiro - RJ",3,96,950000
"Barra da Tijuca, Rio de Janeiro - RJ",2,99,1299000
"Barra da Tijuca, Rio de Janeiro - RJ",4,157,1269200
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,231,2630000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,417,4299900
"Rua Coronel Aviador Antônio Arthur Braga - Barra da Tijuca, Rio de Janeiro - RJ",3,130,899000
"Rua Jornalista Henrique Cordeiro, 350 - Barra da Tijuca, Rio de Janeiro - RJ",4,100,1090000
"Avenida Lúcio Costa, 2930 - Barra da Tijuca, Rio de Janeiro - RJ",3,152,2040000
"Praça Antônio Callado, 1 - Barra da Tijuca, Rio de Janeiro - RJ",3,87,1050000
"Rua Marlo da Costa e Souza, 135 - Barra da Tijuca, Rio de Janeiro - RJ",2,72,510000
"Avenida Érico Veríssimo, 421 - Barra da Tijuca, Rio de Janeiro - RJ",3,143,1650000
"Avenida Marechal Henrique Lott - Barra da Tijuca, Rio de Janeiro - RJ",1,60,700000
"Avenida Luiz Aranha, 890 - Barra da Tijuca, Rio de Janeiro - RJ",2,85,900000
"Barra da Tijuca, Rio de Janeiro - RJ",2,90,935000
"Barra da Tijuca, Rio de Janeiro - RJ",3,102,950000
"Barra da Tijuca, Rio de Janeiro - RJ",3,86,587100
"Avenida Lúcio Costa, 3300 - Barra da Tijuca, Rio de Janeiro - RJ",3,127,1905001
"Barra da Tijuca, Rio de Janeiro - RJ",3,140,1395000
"Barra da Tijuca, Rio de Janeiro - RJ",4,273,2900000
"Avenida Jardim Oceânico, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,173,1499999
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",3,98,1100000
"Avenida das Acácias da Península, 540 - Barra da Tijuca, Rio de Janeiro - RJ",5,231,2650000
"Avenida João Carlos Machado, 280 - Barra da Tijuca, Rio de Janeiro - RJ",4,287,2950000
"Barra da Tijuca, Rio de Janeiro - RJ",3,116,1380000
"Barra da Tijuca, Rio de Janeiro - RJ",4,158,2200000
"Barra da Tijuca, Rio de Janeiro - RJ",2,85,950000
"Barra da Tijuca, Rio de Janeiro - RJ",3,145,2900000
"Barra da Tijuca, Rio de Janeiro - RJ",4,150,2890000
"Barra da Tijuca, Rio de Janeiro - RJ",2,95,1199000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",4,333,4200000
"Barra da Tijuca, Rio de Janeiro - RJ",4,239,2270000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",4,152,1680000
"Avenida Marechal Henrique Lott, 270 - Barra da Tijuca, Rio de Janeiro - RJ",3,110,1298000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",4,298,3100000
"Barra da Tijuca, Rio de Janeiro - RJ",4,273,2315000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,155,1680000
"Barra da Tijuca, Rio de Janeiro - RJ",5,298,3886450
"Rua Jacarandás da Península, 0 - Barra da Tijuca, Rio de Janeiro - RJ",4,566,6495000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,291,6390000
"Barra da Tijuca, Rio de Janeiro - RJ",4,197,2168850
"Avenida Lúcio Costa, 3600 - Barra da Tijuca, Rio de Janeiro - RJ",4,300,2800000
"Barra da Tijuca, Rio de Janeiro - RJ",4,179,1890000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,148,2650000
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,70,909300
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,70,909200
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,70,909100
"Rua Mário Covas Júnior - Barra da Tijuca, Rio de Janeiro - RJ",3,75,774000
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,70,909400
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",4,152,2950000
"Avenida Lúcio Costa, 6700 - Barra da Tijuca, Rio de Janeiro - RJ",4,220,2650000
"Barra da Tijuca, Rio de Janeiro - RJ",3,139,2100000
"Rua Coronel Paulo Malta Rezende - Barra da Tijuca, Rio de Janeiro - RJ",3,81,790000
"Barra da Tijuca, Rio de Janeiro - RJ",4,134,1199000
"Barra da Tijuca, Rio de Janeiro - RJ",2,108,1098000
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",1,70,909000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",3,248,2500000
"Rua das Bromélias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,151,1776000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",1,56,1150000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",4,150,1200000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",3,150,1200000
"Avenida Vice-Presidente José Alencar, 1500 - Barra da Tijuca, Rio de Janeiro - RJ",4,150,1099000
"Avenida Ayrton Senna - Barra da Tijuca, Rio de Janeiro - RJ",1,68,730000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,230,2640000
"Rua Silvia Pozzano, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,91,550000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",3,156,1680000
"Avenida Lúcio Costa, 5100 - Barra da Tijuca, Rio de Janeiro - RJ",4,224,3799999
"Rua Mário Agostinelli - Barra da Tijuca, Rio de Janeiro - RJ",2,83,558000
"Rua Lagoa das Garças, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,103,1045000
"Praça Ministro Victor Nunes Leal - Barra da Tijuca, Rio de Janeiro - RJ",4,214,1800000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",2,90,685000
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",2,91,552000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",2,73,950000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",2,107,1350000
"Avenida Lúcio Costa, 3602 - Barra da Tijuca, Rio de Janeiro - RJ",4,356,5700000
"Barra da Tijuca, Rio de Janeiro - RJ",3,171,1580000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",4,288,4100000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",2,78,1000000
"Rua César Lattes - Barra da Tijuca, Rio de Janeiro - RJ",2,70,590000
"Rua Escritor Rodrigo Melo Franco, 160 - Barra da Tijuca, Rio de Janeiro - RJ",3,135,1169000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",5,555,7900000
"Rua César Lattes, 1000 - Barra da Tijuca, Rio de Janeiro - RJ",3,151,1420000
"Barra da Tijuca, Rio de Janeiro - RJ",2,78,500000
"Avenida Lúcio Costa, 6500 - Barra da Tijuca, Rio de Janeiro - RJ",2,77,996000
"Avenida Abraham Medina, 355 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,665000
"Barra da Tijuca, Rio de Janeiro - RJ",2,56,350000
"Avenida Flamboyants da Península, 1250 - Barra da Tijuca, Rio de Janeiro - RJ",5,414,5000000
"Rua Professor Coutinho Fróis, 204 - Barra da Tijuca, Rio de Janeiro - RJ",3,220,1300000
"Barra da Tijuca, Rio de Janeiro - RJ",1,52,685000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",5,550,7900000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,241,2600000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",3,111,1500000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",3,90,1219000
"Avenida Lúcio Costa, 3602 - Barra da Tijuca, Rio de Janeiro - RJ",3,130,3000000
"Barra da Tijuca, Rio de Janeiro - RJ",4,300,2500000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",1,52,660000
"Barra da Tijuca, Rio de Janeiro - RJ",4,300,2800000
"Rua Paulo Moura, 101 - Barra da Tijuca, Rio de Janeiro - RJ",2,80,699000
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,91,563350
"Avenida Marechal Henrique Lott - Barra da Tijuca, Rio de Janeiro - RJ",2,75,860000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",2,85,850000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",3,130,2290000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",1,56,650000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",2,75,588000
"Barra da Tijuca, Rio de Janeiro - RJ",5,555,5750000
"Avenida Gilberto Amado, 133 - Barra da Tijuca, Rio de Janeiro - RJ",3,133,1500000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",3,555,5800000
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",3,110,1190000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,307,3400000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,192,2360000
"Avenida Comandante Júlio de Moura - Barra da Tijuca, Rio de Janeiro - RJ",4,187,1750000
"Barra da Tijuca, Rio de Janeiro - RJ",4,400,7500000
"Avenida Adolpho de Vasconcelos - Barra da Tijuca, Rio de Janeiro - RJ",2,65,446000
"Estrada do Engenho D'Agua, 1451 - Barra da Tijuca, Rio de Janeiro - RJ",2,101,379000
"Avenida das Américas, 10001 - Barra da Tijuca, Rio de Janeiro - RJ",5,648,9800000
"Barra da Tijuca, Rio de Janeiro - RJ",2,97,1150000
"Barra da Tijuca, Rio de Janeiro - RJ",1,65,570000
"Avenida Pepe, 600 - Barra da Tijuca, Rio de Janeiro - RJ",1,61,949000
"Avenida General Olyntho Pillar - Barra da Tijuca, Rio de Janeiro - RJ",2,100,900000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",2,70,690000
"Barra da Tijuca, Rio de Janeiro - RJ",5,197,2366450
"Barra da Tijuca, Rio de Janeiro - RJ",4,268,3500000
"Barra da Tijuca, Rio de Janeiro - RJ",5,648,12364048
"Avenida Lúcio Costa, 4700 - Barra da Tijuca, Rio de Janeiro - RJ",1,53,850000
"Barra da Tijuca, Rio de Janeiro - RJ",4,132,1200000
"Avenida das Acácias da Península, 540 - Barra da Tijuca, Rio de Janeiro - RJ",5,231,2768000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",3,100,504000
"Barra da Tijuca, Rio de Janeiro - RJ",5,648,10406805
"Avenida das Acácias da Península, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,108,1150000
"Avenida das Américas, 10363 - Barra da Tijuca, Rio de Janeiro - RJ",4,266,4890000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",3,170,2500000
"Rua Coronel Aviador Antônio Arthur Braga, 370 - Barra da Tijuca, Rio de Janeiro - RJ",3,171,1700000
"Barra da Tijuca, Rio de Janeiro - RJ",4,10,3690000
"Barra da Tijuca, Rio de Janeiro - RJ",5,147,1075400
"Barra da Tijuca, Rio de Janeiro - RJ",4,167,1449999
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",3,91,950000
"Avenida Lúcio Costa, 3600 - Barra da Tijuca, Rio de Janeiro - RJ",4,297,2970000
"Barra da Tijuca, Rio de Janeiro - RJ",3,150,2750000
"Avenida Lúcio Costa, 4260 - Barra da Tijuca, Rio de Janeiro - RJ",4,285,6900000
"Rua César Lattes - Barra da Tijuca, Rio de Janeiro - RJ",2,66,720000
"Barra da Tijuca, Rio de Janeiro - RJ",2,85,980000
"Barra da Tijuca, Rio de Janeiro - RJ",3,143,1200000
"Avenida Malibu, 260 - Barra da Tijuca, Rio de Janeiro - RJ",4,381,2500000
"Rua Alfredo Ceschiatti, 104 - Barra da Tijuca, Rio de Janeiro - RJ",2,90,585550
"Avenida Cândido Portinari - Barra da Tijuca, Rio de Janeiro - RJ",2,78,943590
"Avenida Di Cavalcanti, 111 - Barra da Tijuca, Rio de Janeiro - RJ",3,83,860000
"Avenida Antônio Gallotti - Barra da Tijuca, Rio de Janeiro - RJ",2,78,685000
"Rua Coronel Paulo Malta Rezende - Barra da Tijuca, Rio de Janeiro - RJ",2,68,800000
"Barra da Tijuca, Rio de Janeiro - RJ",3,160,1800000
"Barra da Tijuca, Rio de Janeiro - RJ",3,100,1330000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",4,150,1105800
"Barra da Tijuca, Rio de Janeiro - RJ",1,63,740000
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",4,147,1075400
"Rua Carlos Oswald, 230 - Barra da Tijuca, Rio de Janeiro - RJ",5,158,1280000
"Rua Jacarandás da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,256,2600000
"Barra da Tijuca, Rio de Janeiro - RJ",2,80,750000
"Avenida Lúcio Costa, 5000 - Barra da Tijuca, Rio de Janeiro - RJ",4,400,12000000
"Barra da Tijuca, Rio de Janeiro - RJ",2,85,730000
"Avenida Vice-Presidente José Alencar, 1515 - Barra da Tijuca, Rio de Janeiro - RJ",2,78,625000
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",2,83,790000
"Avenida Ayrton Senna - Barra da Tijuca, Rio de Janeiro - RJ",1,62,635000
"Rua César Lattes - Barra da Tijuca, Rio de Janeiro - RJ",2,96,750000
"Rua Alceu Amoroso Lima - Barra da Tijuca, Rio de Janeiro - RJ",1,66,575000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,178,1890000
"Barra da Tijuca, Rio de Janeiro - RJ",6,402,5089000
"Avenida Flamboyants da Península, 100 - Barra da Tijuca, Rio de Janeiro - RJ",2,75,850000
"Rua Lagoa das Garças - Barra da Tijuca, Rio de Janeiro - RJ",4,200,2100000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",3,110,870000
"Barra da Tijuca, Rio de Janeiro - RJ",4,150,1650000
"Barra da Tijuca, Rio de Janeiro - RJ",4,299,3438050
"Rua Luis Sergio Person - Barra da Tijuca, Rio de Janeiro - RJ",3,126,750000
"Avenida Prefeito Dulcídio Cardoso - Barra da Tijuca, Rio de Janeiro - RJ",4,128,1490000
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,87,637400
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,91,594700
"Avenida das Acácias da Península, 60 - Barra da Tijuca, Rio de Janeiro - RJ",3,133,1550000
"Avenida das Acácias da Península, 540 - Barra da Tijuca, Rio de Janeiro - RJ",3,231,2450000
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,86,635500
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,91,615600
"Rua Alfredo Ceschiatti, 150 - Barra da Tijuca, Rio de Janeiro - RJ",2,91,658350
"Barra da Tijuca, Rio de Janeiro - RJ",4,407,4430000
"Avenida das Américas, 10001 - Barra da Tijuca, Rio de Janeiro - RJ",4,267,4200850
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",1,46,690000
"Rua Escritor Rodrigo Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",2,85,711000
"Barra da Tijuca, Rio de Janeiro - RJ",3,86,745000
"Barra da Tijuca, Rio de Janeiro - RJ",4,229,2642900
"Avenida Lúcio Costa, 4270 - Barra da Tijuca, Rio de Janeiro - RJ",4,285,6900000
"Avenida Marechal Henrique Lott - Barra da Tijuca, Rio de Janeiro - RJ",2,75,760000
"Rua Ipanema, 21 - Barra da Tijuca, Rio de Janeiro - RJ",4,160,1750000
"Avenida Professor Fausto Moreira - Barra da Tijuca, Rio de Janeiro - RJ",2,47,390000
"Avenida Vice-Presidente José Alencar, 1500 - Barra da Tijuca, Rio de Janeiro - RJ",2,69,515000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",3,107,878000
"Barra da Tijuca, Rio de Janeiro - RJ",3,108,1196000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,292,3278000
"Barra da Tijuca, Rio de Janeiro - RJ",2,80,780000
"Rua Alfredo Ceschiatti - Barra da Tijuca, Rio de Janeiro - RJ",4,156,1280000
"Avenida Lúcio Costa, 4600 - Barra da Tijuca, Rio de Janeiro - RJ",3,125,2500000
"Praça Ministro Victor Nunes Leal - Barra da Tijuca, Rio de Janeiro - RJ",4,182,1650000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,407,4931000
"Avenida Lúcio Costa, 3360 - Barra da Tijuca, Rio de Janeiro - RJ",4,179,4200000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",1,50,840000
"Avenida Raymundo Magalhães Júnior - Barra da Tijuca, Rio de Janeiro - RJ",3,111,1200000
"Barra da Tijuca, Rio de Janeiro - RJ",4,300,4000000
"Praça Ministro Victor Nunes Leal, 0 - Barra da Tijuca, Rio de Janeiro - RJ",4,220,1450000
"Avenida Professor Fausto Moreira - Barra da Tijuca, Rio de Janeiro - RJ",2,58,390000
"Praça Antônio Callado - Barra da Tijuca, Rio de Janeiro - RJ",2,82,990000
"Avenida Lúcio Costa, 3361 - Barra da Tijuca, Rio de Janeiro - RJ",4,160,2399999
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",4,166,1600000
"Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ",2,99,1300000
"Avenida Flamboyants da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,376,3421000
"Avenida Prefeito Dulcídio Cardoso, 1700 - Barra da Tijuca, Rio de Janeiro - RJ",1,77,730000
"Barra da Tijuca, Rio de Janeiro - RJ",4,214,2350000
"Rua Lagoa das Garças, 180 - Barra da Tijuca, Rio de Janeiro - RJ",3,115,1300000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,230,2750000
"Avenida Salvador Allende - Barra da Tijuca, Rio de Janeiro - RJ",4,161,1305000
"Avenida Vice-Presidente José Alencar - Barra da Tijuca, Rio de Janeiro - RJ",2,78,575000
"Barra da Tijuca, Rio de Janeiro - RJ",3,152,1500000
"Estrada dos Bandeirantes, 6975 - Barra da Tijuca, Rio de Janeiro - RJ",2,52,285000
"Rua Jornalista Henrique Cordeiro - Barra da Tijuca, Rio de Janeiro - RJ",3,110,1095000
"Barra da Tijuca, Rio de Janeiro - RJ",3,110,1050000
"Avenida Vice-Presidente José Alencar, 1500 - Barra da Tijuca, Rio de Janeiro - RJ",2,78,543000
"Rua Jacarandás da Península, 1 - Barra da Tijuca, Rio de Janeiro - RJ",4,356,3600000
"Barra da Tijuca, Rio de Janeiro - RJ",3,91,641250
"Barra da Tijuca, Rio de Janeiro - RJ",5,278,1850000
"Barra da Tijuca, Rio de Janeiro - RJ",3,90,990000
"Rua César Lattes, 560 - Barra da Tijuca, Rio de Janeiro - RJ",3,95,849000
"Rua Marlo da Costa e Souza - Barra da Tijuca, Rio de Janeiro - RJ",2,72,520000
"Avenida Afonso Arinos de Melo Franco - Barra da Tijuca, Rio de Janeiro - RJ",3,96,1300000
"Avenida das Américas, 10300 - Barra da Tijuca, Rio de Janeiro - RJ",4,266,5455000
"Avenida das Américas, 10333 - Barra da Tijuca, Rio de Janeiro - RJ",4,288,3392000
"Rua Aldo Bonadei - Barra da Tijuca, Rio de Janeiro - RJ",3,180,2300000
"Avenida Lúcio Costa, 5200 - Barra da Tijuca, Rio de Janeiro - RJ",3,230,4500000
"Praça Antônio Callado - Barra da Tijuca, Rio de Janeiro - RJ",3,82,1049000
"Avenida Lúcio Costa, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,144,2495400
"Avenida Lúcio Costa, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,144,2495200
"Avenida Lúcio Costa, 0 - Barra da Tijuca, Rio de Janeiro - RJ",3,144,2495100
"Barra da Tijuca, Rio de Janeiro - RJ",1,30,193000
"Praça Ministro Victor Nunes Leal - Barra da Tijuca, Rio de Janeiro - RJ",4,212,1450000
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",4,835,25000000
"Avenida Djalma Ribeiro, 25 - Barra da Tijuca, Rio de Janeiro - RJ",2,70,559000
"Barra da Tijuca, Rio de Janeiro - RJ",3,90,680000
"Avenida João Cabral de Mello Neto - Barra da Tijuca, Rio de Janeiro - RJ",5,407,4684450
"Praça Advogado Heleno Cláudio Fragoso, 6 - Barra da Tijuca, Rio de Janeiro - RJ",3,140,1375000
"Barra da Tijuca, Rio de Janeiro - RJ",2,103,1089999
"Avenida das Américas - Barra da Tijuca, Rio de Janeiro - RJ",5,648,8720000
"Barra da Tijuca, Rio de Janeiro - RJ",4,240,3800000
"Avenida Embaixador Abelardo Bueno - Barra da Tijuca, Rio de Janeiro - RJ",4,144,1300000
"Avenida Jornalista Ricardo Marinho - Barra da Tijuca, Rio de Janeiro - RJ",2,101,1380000
"Rua Mário Agostinelli, 50 - Barra da Tijuca, Rio de Janeiro - RJ",3,96,759900
"Avenida Lúcio Costa, 2970 - Barra da Tijuca, Rio de Janeiro - RJ",1,34,550000
"Barra da Tijuca, Rio de Janeiro - RJ",2,55,420000
"Rua Jacarandás da Península, 400 - Barra da Tijuca, Rio de Janeiro - RJ",4,151,1787000
"Rua Jacarandás da Península, 1000 - Barra da Tijuca, Rio de Janeiro - RJ",4,197,2168000
"Avenida Lúcio Costa, 3360 - Barra da Tijuca, Rio de Janeiro - RJ",4,139,2099999
